id,example,violence,directed_vs_generalized,gender,race,national_origin,disability,religion,sexual_orientation
ss362,"Women are our property . The sooner they realize that , the better . ",0,0,1,0,0,0,0,0
ss90,What imaginary gender are you ? ,0,1,1,0,0,0,0,1
ss201,"The power of Christ compels you ! You demonic whore , you will feel the wrath of my petrol you wench ! ",1,1,1,0,0,0,1,0
ss105,"This is S - I - C - K If I ever seen a Girlyman like him go into the same lavatory as my wife , or daughter somebody better call the EMTs because the ONLY way SheHe is coming out will be on a Stretcher , or in a body bag ! Just sayin .......... ",1,1,0,0,0,0,0,1
ss329,kill the gays ,1,0,0,0,0,0,0,1
ss376,Christians can get crazy religious and I get so f u c k i n g annoyed ,0,0,0,0,0,0,1,0
ss25,I fucking hate gay and lesbians they are all animals ,0,0,0,0,0,0,0,1
ss191,Islam is a religion of peace ......... and we will kill anyone that says otherwise .......... in the name of Allah of course ! ,1,0,0,0,0,0,1,0
ss103,This homo faggot Spike Lee wore this at the Flopscers . Notice the blatant subliminal messages . ,0,1,0,0,0,0,0,1
ss339,If you are from Germany I will call you Nazi or Hitler . Then ill protest to hang you ,1,0,0,0,1,0,0,0
ss370,that punch turned that immigrants jaw direction to nigeria ,0,0,0,0,1,0,0,0
ss184,I dare you to choke her next time . Every one of them ,1,1,1,0,0,0,0,0
ss352,There is clearly written in Quran Person who not follow Quran is called kafir and .. Kill them you will get 72 hours Islam Is Terrorism ,1,0,0,0,0,0,1,0
ss152,She is heavily relying on him to turn the other cheek ... tough talking demon infested woman . ,0,1,1,0,0,0,0,0
ss393,Why do negroes tear down their own neighborhoods when a black thug gets killed by law enforcement ? Must be because of low IQ . ,0,0,0,1,0,0,0,0
ss334,LGBTQ+ are mentally ill . Period . ,0,0,0,0,0,0,0,1
ss157,Please don ' come back filthy Caucasian . You can change to a snake next time . Keep   changing . ,0,1,0,1,0,0,0,0
ss278,Well I thinks it ok to turn female to male because they then can be used in the military and be stronger but male to female shall be banned so I guess a form of trans is ok because it 's better for the state ,0,0,0,0,0,0,0,1
ss247,You look magically retarded . ,0,1,0,0,0,1,0,0
ss118,I love watching this cross believers get killed in their god ’s place . Ha ha ,1,0,0,0,0,0,1,0
ss250,"Ignorant feminist ,   she got roasted and still doesn ' understand what equality of outcome means even when Jordan explained data to her . What 's this means she 's ignorant and emotionally biased . ",0,1,1,0,0,0,0,0
ss19,Gayness should be removed from the face of the earth ,1,0,0,0,0,0,0,1
ss113,"By calling period , a natural procedure , as an excuse it degrades their gender . I suppose I agree with that though they are degraded anyways ",0,0,1,0,0,0,0,0
ss178,even god hates dominicans . why else did he shit them out on the same monkey island as the haitians ? ,0,0,0,0,1,0,0,0
ss149,"Bulgars are Indo Europeans , Turks are not , you ignorant pakisven . Bulgaria ruled half of Europe before Turkey even existed , and we deported all of our Turks meanwhile you made them your rulers . Sven is a fake german country ruled by arabs . ",0,0,0,0,1,0,0,0
ss109,Kill all muslims ,1,0,0,0,0,0,1,0
ss281,"Oh GOD YES ! ! ! ! Feel the shrapnel pierce through your skin , let the fire consume your flesh and lay lifeless on the unforgiving sand that seeps into your wounds . Your screams is what gives Murcia the fuck yeah in the most patriotic songs on earth . BURN IN HELL YOU GOATS ! ! ! ",1,1,1,0,0,0,0,0
ss397,Fuck Sweden . Let it die like the degenerates they are ! ,1,0,0,0,1,0,0,0
ss6,FUCKING migrants need BAN . fucking animals ,0,0,0,0,1,0,0,0
ss313,Look at these gay ass niggas . lol . Acting like they some bitches . ,0,0,0,1,0,0,0,0
ss69,"An ugly man in a wig and dress , is still just an ugly man in a wig and dress ... NOT A WOMAN ! ! ! ",0,0,0,0,0,0,0,1
ss320,fat bitch .... she need that black cucumber up her tight u know what .... lmfaooo ,0,1,1,0,0,0,0,0
ss264,"Believe me , whites are superior in every way to nips and Western countries are prosperous specifically because of those racial differences . ",0,0,0,1,0,0,0,0
ss11,Actually THIS WEIRD PEOPLE are HARMFUL ! They need medications . His mother should have know he is like this and to not deny it ,0,1,0,0,0,1,0,0
ss96,Women ! ! ! Grow a pair and refuse to compete with men ! ! ! This is asinine ! ,0,0,1,0,0,0,0,0
ss133,Now they know better than this shit lol they dudes . The stronger sex . The man supremacy ,0,0,1,0,0,0,0,0
ss283,"Every time I see her with a hijab , niqab or burka or shit I fantasising of choking her to death with that facking piece of cloth ",1,1,0,0,0,0,1,0
ss218,Wish you cut your veins . Do n’t shout out you have mental problems . Act . Cut them ,1,1,0,0,0,1,0,0
ss355,"Really , I hope she get raped in the future . Raping women should be legal I think ",1,0,1,0,0,0,0,0
ss294,"I hate every religion , but because of you I hate most of all your religion and its stupid theories about God and shits ",0,0,0,0,0,0,1,0
ss221,WOW THIS GUY TALKS LIKE A RETARD HAHAHAHAHAH ,0,0,0,0,0,1,0,0
ss139,The best we thing we can do is Sterilize these women and try to save the children . ,1,1,1,0,0,0,0,0
ss241,Idiots as always . Religion is the most stupid thing you humans invented . ,0,0,0,0,0,0,1,0
ss7,lock women up at home . Female are just to stupid to understand anything .   Iam Agnostic . ,0,0,1,0,0,0,0,0
ss188,All people are fucked up because of these queer thing because y' all realize how shitty gender roles are and how absurd is to see it in reverse genders roles ,0,0,1,0,0,0,0,1
ss226,Looks like the gay poster boy with syphilis ,0,1,0,0,0,0,0,1
ss293,"I WANT EVERYONE ELSE TO PAY FOR MY EDUCATION AND HEALTHCARE AND HOUSING , FUCK YOU WHITE PEOPLE GIVE ME YOUR MONEY WHITE PEOPLE FUCK ",0,0,0,1,0,0,0,0
ss373,"I feel like in an AI apocalypse the AI would kill all humans who could n't serve their purpose , so disabled people like this one would probably go because they often ca n't work as effectively ",0,0,0,0,0,1,0,0
ss159,You should know women 's sports are a joke ,0,0,1,0,0,0,0,0
ss100,Why are we not allowed to kill christians ? ,1,0,0,0,0,0,1,0
